medcod;mefcod;mednom;medpres;medcnc;medtip;medpet;medff;medest;medestvta;medfactper;medtranac;medtraloc;medcomp;medps;medcs;medhi;medact;medindvcto;prdpreadq;prdpredist;prdpreope;prdindact;prdstkmin;prdstkmax;prdptorep;prdsit;prdadi;prdfechult;medregsan;preadq_do;predis_do;preope_do;prdtipomed;mednomabr;mednarcot;mnarcot;tiponc;fecultprec;codigo_sig;fechavrs;prdstkprom
38963;;PLACA BLOQUEADA PARA FEMUR DISTAL 14 AGUJEROS x 4.5 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221257;;
38996;;MANDIL DESCARTABLE NO ESTERIL TALLA S;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;5.7;6.412500;7.130000;;;;;1;N;1/05/2020;;5.7;6.4125;7.13;X;;;;;;495500011499;;
38999;;PLACA LCP DE 6 A 8 AGUJEROS x 3.5 mm PARA CLAVICULA IZQUIERDA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220971;;
39010;;SUCEDANEO DE LA LECHE MATERNA SIN LACTOSA;375 g  APROX;;I;_;POLVO;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;097900050425;;
39043;;PLACA LCP DE 6 AGUJEROS x 3.5 mm PARA CLAVICULA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221274;;
39047;;KIT PCR EN TIEMPO REAL PARA DETECCION DE VIRUS PAPILOMA HUMANO VPH;1 DET;;I;_;KIT;E;;;;;;_;_;_;1;;82;92.250000;102.500000;;;;;1;N;11/10/2021;;;;;X;;;;;;358600092991;;
39083;;"JERINGA DESCARTABLE DE INSULINA 0.5 mL CON AGUJA 31 G x 15/64""";;;I;_;UNIDAD;_;1;;;;;_;_;_;1;;0.63;0.710000;0.790000;;;;;1;N;31/03/2022;;;;;X;;;;;31/03/2022;495700350370;;
39095;;MALLA DE TITANIO CILINDRICA DE REEMPLAZO DE CUERPO VERTEBRAL 10 mm x 30 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701380229;;
39096;;GASA 10 cm x 10 cm 8 PLIEGUES x 5 UNIDADES;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;1.19;1.338750;1.480000;;;;;1;N;1/11/2022;;;;;X;;;;;1/11/2022;495700270125;;
39127;;PLACA DE RECONSTRUCCION PELVICA CURVA DE 3.5 mm DE DIAMETRO x 8 AGUJEROS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221169;;
39132;;CATETER BALON DILATADOR DE ESOFAGO, PILORO Y COLON 18 mm - 19 mm - 20 mm DE DIAMETRO x 5.5 cm DE 7.5 FR x 240 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701620320;;
39149;;KIT DE ROPA DESCARTABLE PARA PARTO x 8 PIEZAS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;S;;;;;0;0;0;1;N;20/01/2024;;0;0;0;X;;;;;20/01/2024;495500011416;;
39156;;MONOFILAMENTO DE NAILON 13 cm x 2.5 cm + 4 cm CALIBRADO 10 g;;;I;_;UNIDAD;E;;;;;;_;_;_;1;;13.5;15.190000;16.880000;;;;;1;N;14/09/2021;;0.01;0.01;0.01;X;;;;;;497000020966;;
39172;;CLAVO KIRSCHNER 2.0 mm x 250 mm DOBLE PUNTA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900290136;;
39174;;TUBO DESCARTABLE PARA ENTEROSCOPIA DE DOBLE BALON;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700742590;;
39190;;MICROCATETER 1.2 FR x 1.50 m;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701780010;;
39192;;CANULA PARA TRAQUEOSTOMIA Nº 8 FENESTRADA DE LARGA DURACION;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700930125;;
39193;;PUNTA PARA IRRIGACION ASPIRACION;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496700020041;;
39194;;PUNTA PARA PIEZA DE MANO PARA FACOEMULSIFICACION - CENTURION;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700143734;;
39195;;SET DE MATERIAL DE RECONSTRUCCION DE LIGAMENTO CRUZADO ANTERIOR (LCA) x 7 PIEZAS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900010618;;
39198;;TUBO DE DRENAJE TORAXICO Nº 24;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700640025;;
39212;;CASSETTE PARA ESTERILIZACION POR PLASMA DE PEROXIDO DE HIDROGENO X 1 PROCESO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;512000060281;;
39234;;FRASCO DE PLASTICO ESTERIL BOCA ANCHA x 20 mL CON TAPA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;512000150676;;
39235;;MANTA TERMICA PARA CUERPO ENTERO 91 cm x 1.52 m APROX;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495500020542;;
39243;;PLACA DE BLOQUEO DE 6 AGUJEROS x 3.5 mm PARA RADIO DISTAL;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221258;;
39271;;PLACA LCP DE ANGULO VARIABLE DE 2.7/3.5 mm DE 8 AGUJEROS PARA OLECRANON DERECHO DE TITANIO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220948;;
39272;;ETIQUETA AUTOADHESIVA 3.8 cm x 10 cm x 700;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;710300050643;;
39280;;PLACA MALLA PARA BASE ORBITARIA 1.5 mm x 0.6 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220581;;
39281;;PLACA DE TITANIO ORBITAL 10 AGUJEROS SISTEMA 1.5 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221202;;
39306;;PLACA DE RECONSTRUCCION ANGULADA DERECHA DE 6 x 18 AGUJEROS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221263;;
39309;;FORMALINA 40% x 1L;;;I;_;SOLUCION;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;351000022453;;
39348;;PLACA DCP INTERNA FIJACION DE PLACAS - IPF DE 9 AGUJEROS x 3.5 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221283;;
39358;;ASA LEEP 10 mm x 25 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495100131442;;
39370;;SET DE FIJACION EXTERNA TIPO AO PARA MUÑECA x 10 PIEZAS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900330077;;
39371;;SISTEMA DE FIJACION EXTERNA PARA MIEMBRO SUPERIOR;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900330042;;
39375;;PLACA DE RECONSTRUCCION CURVA DE 3.5 mm DE DIAMETRO x 10 AGUJEROS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220482;;
39383;;PLACA RECTA ESTRECHA BLOQUEADA 12 AGUJEROS 4.0 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221278;;
39384;;PLACA DE BLOQUEO 3.5 mm DE 12 AGUJEROS PARA TIBIA DISTAL IZQUIERDA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221279;;
39385;;PLACA DE COMPRESION Y BLOQUEO ESTRECHA DE LCP DE 10 AGUJEROS x 4.5 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;;;
39386;;TORNILLO DE BLOQUEO 3.9 mm x 20 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;;;
39387;;CATETER VENOSO CENTRAL DOBLE LUMEN DE LARGA PERMANENCIA PARA HEMODALISIS 14 FR x 33 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701490167;;
39388;;BOTON PARA GASTROSTOMIA 20 FR x 1.5 cm DE LONGITUD;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701720037;;
39389;;CLAVO TROCANTERICO PARA FEMUR DIAMETRO 11 mm x 235 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900390115;;
39390;;GUIA METALICA HIDROFILICA PUNTA RECTA 0.035 in X 1.45 m;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700742636;;
39391;;PROTESIS TOTAL DE CADERA IZQUIERDA NO CEMENTADA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900360392;;
39412;;TORNILLO CANULADO 6.0 mm ROSCA DISTAL 32 mm x 80 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900300248;;
39427;;FILTRO DE POLITETRAFLUORETILENO (PTFE) 25.5 cm DE DIAMETRO PARA TAPA DE CONTENEDOR;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700190329;;
39429;;FILTRO DE POLITETRAFLUORETILENO (PTFE) 25 cm DE DIAMETRO PARA TAPA DE CONTENEDOR;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700190331;;
39445;;SET DE MATERIAL PARA CORRECCION DE INCONTINENCIA URINARIA X 3 PIEZAS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701440198;;
39450;;BOTON PARA GASTROSTOMIA 12 FR x 1 cm DE LONGITUD;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701720026;;
39451;;BOTON PARA GASTROSTOMIA 12 FR x 1.5 cm DE LONGITUD;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701720028;;
39452;;BOTON PARA GASTROSTOMIA 14 FR x 1 cm DE LONGITUD;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701720029;;
39453;;BOTON PARA GASTROSTOMIA 14 FR x 1.5 cm DE LONGITUD;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701720031;;
39454;;BOTON PARA GASTROSTOMIA 16 FR x 2.0 cm DE LONGITUD;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701720020;;
39456;;SONDA LAGRIMAL CRAWFORD 23 G;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700550157;;
39457;;PROTESIS TOTAL DE RODILLA DERECHA CEMENTADA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900360395;;
39458;;PLACA DE TITANIO 6 AGUJEROS SISTEMA 2.0;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;;;
39459;;APOSITO DE HIDROFIBRA EN MECHA 2 cm x 45 cm CON CONCENTRADO DE PLATA 1.2%;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701410139;;
39460;;TORNILLO DE ACERO AUTOPERFORANTE DE 1.6 mm x 5 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900300469;;
39481;;ACIDO FOLICO;100 DET;;I;_;KIT;_;;;;;;_;_;_;1;S;1800;2025.000000;2250.000000;;;;;1;N;05/05/2023;;0;0;0;X;;;;;05/05/2023;351100020308;;
39482;;FERRITINA;100 DET;;I;_;KIT;_;;;;;;_;_;_;1;S;1400;1575.000000;1750.000000;;;;;1;N;05/05/2023;;0;0;0;X;;;;;05/05/2023;351100020077;;
39492;;ESCOBILLA PARA CIRUJANO CON CERDAS SUAVES REUSABLE;;;I;_;UNIDAD;_;1;;;;;_;_;_;1;;100;112.500000;125.000000;;;;;1;N;16/12/2020;;;;;X;;;;;;495700740262;;
39522;;ETIQUETA AUTOADHESIVA 1?  x 1/2 ?;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;710300050281;;
39548;;SISTEMA DE FIJACION TRANSPEDICULAR DE TITANIO DORSO LUMBAR;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900330096;;
39549;;SISTEMA DE FIJACION CERVICAL FACETARIO POSTERIOR;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900330097;;
39551;;ALCOHOL ETILICO (ETANOL) Q.P.;1 L;;I;_;UNIDAD;_;1;;;;;_;_;_;1;;25;28.125000;31.250000;;;;;1;N;9/08/2022;;;;;X;;;;;9/08/2022;353800010061;;
39563;;FRESA DE DIAMANTE DE ALTA VELOCIDAD ESFERICA PEQUEÑA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495100070470;;
39571;;HEMOSTATICO TOPICO ABSORBIBLE ESTERIL EN POLVO x 2 g;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700742210;;
39575;;CANULA VENOSA PARA CIRCULACION EXTRACORPOREA Nº 28 ANGULADA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700940191;;
39587;;CATETER BALON DILATADOR DE ESOFAGO COLON 10 mm - 11 mm - 12 mm DE DIAMETRO x 5.5 cm DE 7.5 FR x 240 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701620337;;
39591;;CATETER PERCUTANEO 1 FR x 20 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700191104;;
39617;;PLACA DE TITANIO RECTA 16 AGUJEROS SISTEMA 1.5 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221126;;
39667;;CLAVO STEINMAN 5.0 mm x 250 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900380027;;
39668;;PUNTA DESCARTABLE DE RADIOFRECUENCIA 90º X 4.0 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700742744;;
39700;;CATETER BALON DILATADOR DE ESOFAGO COLON 15 mm - 16.5 mm - 18 mm DE DIAMETRO x 5.5 cm DE 7 FR x 240 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701620211;;
39702;;PROTESIS TOTAL DE RODILLA CEMENTADA IZQUIERDA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900360386;;
39705;;BEDAQUILINA;;100 mg;M;P;TABLETA;E;;;;;;_;_;_;1;;8.387318;9.435733;10.480000;;;;;1;N;1/12/2022;;;;;X;;;;;1/12/2022;581700190001;;
39706;;DELAMANID;;50 mg;M;_;TABLETA;E;;;;;;_;_;_;1;;8.355804;9.400279;10.440000;;;;;1;N;29/10/2019;;;;;X;;;;;;581700200001;;
39728;;FILTRO DE NUTRICION PARENTERAL 0.2 um PARA SISTEMA BINARIO DESCARTABLE;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700190337;;
39733;;PLACA LCP DE 7 AGUJEROS x 4.5 mm PARA CLAVICULA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220894;;
39734;;PAPEL TOALLA X 180 m APROX.;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;139200160295;;
39735;;PAPEL TOALLA INTERFOLIADO 21 cm x 24 cm x 150 HOJAS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;139200160302;;
39750;;PROTESIS TOTAL DE CADERA NO CEMENTADA CON CABEZA MODULAR;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900360394;;
39751;;RECARGA PARA GRAPADORA QUIRURGICA LINEAL CORTANTE ENDOSCOPICA 60 mm x 1.5 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700160468;;
39752;;RECARGA PARA GRAPADORA QUIRURGICA LINEAL CORTANTE ENDOSCOPICA 60 mm x 2.0 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700160469;;
39755;;PLACA NEUTRA PARA ELECTROCAUTERIO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700170107;;
39756;;PLACA LC-DCP ESTRECHA 13 AGUJEROS 4.5 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900221298;;
39757;;FILTRO HIGROSCOPICO PARA VENTILADOR MECANICO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700190037;;
39759;;ASA DE CORTE MONOPOLAR PARA RESECTOSCOPIO 26 CHARR;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700143437;;
39760;;PROTESIS TOTAL DE CADERA DERECHA NO CEMENTADA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900360393;;
39761;;CLAVO STEINMAN 5.0 mm x 300 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900380124;;
39762;;CLIP DE ANEURISMA SEMICURVO 6.5 mm PERMANENTE;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701160118;;
39763;;ESFINTEROTOMO DE TRIPLE LUMEN PRE CURVADO 5.8 FR;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495100133925;;
39851;;SUTURA DE POLIPROPILENO AZUL MONOFILAMENTO 5/0 C/A 1/2 CIRCULO REDONDA 15 mm x 75 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701120288;;
39889;;SUTURA NAILON NEGRO MONOFILAMENTO 10/0 C/DOBLE AGUJA 3/8 CIRCULO ESPATULADA 6.2 mm x 40 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;20.83;23.433750;26.030000;;;;;1;N;18/11/2022;;;;;X;;;;;18/11/2022;495701360373;;
39892;;PLACA LCP DE ANGULO VARIABLE DE 2.7/3.5 mm DE 8 AGUJEROS PARA OLECRANON IZQUIERDO DE ACERO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220947;;
39911;;SET DE ROPA DESCARTABLE PARA LAPAROTOMIA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495500011086;;
39978;;TORNILLO PARA PLACA RECTA DE RECONSTRUCION PARA CIRUGIA MAXILO FACIAL 2.2 mm x 7 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220919;;
39992;;PRUEBA RAPIDA PARA HEPATITIS B;1 DET;;I;_;KIT;E;1;;;;;_;_;_;1;;1.298;1.460000;1.620000;;;;;1;N;13/09/2021;;;;;X;;;;;;358600093741;;
40028;;ACIDO FIJADOR DENTAL;1 L;;I;_;UNIDAD;_;;;;;;_;_;_;1;S;32;;;;0;0;0;1;N;21/12/2023;;0;0;0;X;;;;;21/12/2023;492900100014;;
40037;;ORTESIS DE TOBILLO PIE BILATERAL;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900170006;;
40113;;CATETER VENOSO CENTRAL UN LUMEN DE LARGA PERMANENCIA 6.6 FR X 90 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701490116;;
40157;;FILTRO DE EXHALACION DESCARTABLE PARA VENTILADOR VOLUMÉTRICO PURITAN BENNET COD. REF. 10043551;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;;;;;;;;1;N;16/08/2019;;;;;X;;;;;;493700190316;;
40158;;FILTRO DE INSPIRACION DESCARTABLE PARA VENTILADOR VOLUMÉTRCIO PURITAN BENNET COD. REF. 407460100;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;;;;;;;;1;N;16/08/2019;;;;;X;;;;;;493700190315;;
40160;;INTRODUCTOR FEMORAL CON CUBIERTA HIDROFILICA 6 FR X 11 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701880035;;
40191;;SUCEDANEO DE LA LECHE MATERNA CON HIERRO;400 g;;I;_;POLVO;_;1;;;;;_;_;_;1;;35.4;39.825000;44.250000;;;;;1;N;1/08/2022;;;;;X;;;;;1/08/2022;097900150034;;
40227;;PINZA PARA OIDO WULLSTEIN COPA REDONDA 1.0 mm x 7 cm CURVA HACIA ARRIBA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495100093320;;
40231;;HOJA DE SIERRA 0.60 mm x 10 mm x 25 mm PARA SIERRA OSCILANTE;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;;;
40269;;PROTESIS TOTAL DE CADERA NO CEMENTADA VASTAGO CORTO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900360380;;
40270;;GUANTE DE LATEX PARA SEGURIDAD TALLA L;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;805000050279;;
40271;;GUANTE DE LATEX PARA SEGURIDAD TALLA M;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;805000050278;;
40278;;TORNILLO CORTICAL 4.5 mm x 39 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900300838;;
40313;;SABANA DESCARTABLE 1/2 PLAZA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495500020251;;
40422;;CLIP DE METAL CON ENVOLTURA DE POLIMERO (MARCADOR) POST BIOPSIA DE MAMA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701180045;;
40439;;ELECTRODO DE ASA LEEP DE 15 mm x 135 mm x 4 mm CON ALAMBRE DE TUNGSTENO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700180366;;
